model,year,price,results
toyota auris (FR),2014.0,18500.0,0.0
toyota auris (FR),2014.0,19000.0,0.0
toyota auris (FR),2014.0,19500.0,0.0
toyota auris (FR),2014.0,20000.0,0.0
toyota auris (FR),2014.0,20500.0,0.0
toyota auris (FR),2014.0,21000.0,0.0
toyota auris (FR),2014.0,21500.0,0.0
toyota auris (FR),2014.0,22000.0,0.0
toyota auris (FR),2014.0,22500.0,0.0
toyota auris (FR),2014.0,23000.0,0.0
toyota auris (FR),2014.0,23500.0,0.0
toyota auris (FR),2014.0,24000.0,0.0
toyota auris (FR),2014.0,24500.0,0.0
toyota auris (FR),2014.0,25000.0,0.0
toyota auris (FR),2014.0,25500.0,0.0
toyota auris (FR),2015.0,2000.0,0.0
toyota auris (FR),2015.0,2500.0,0.0
toyota auris (FR),2015.0,3000.0,0.0
toyota auris (FR),2015.0,3500.0,0.0
toyota auris (FR),2015.0,4000.0,0.0
toyota auris (FR),2015.0,4500.0,0.0
toyota auris (FR),2015.0,5000.0,0.0
toyota auris (FR),2015.0,5500.0,0.0
toyota auris (FR),2015.0,6000.0,0.0
toyota auris (FR),2015.0,6500.0,0.0
toyota auris (FR),2015.0,7000.0,0.0
toyota auris (FR),2015.0,7500.0,0.0
toyota auris (FR),2015.0,8000.0,0.0
toyota auris (FR),2015.0,8500.0,0.0
toyota auris (FR),2015.0,9000.0,0.0
toyota auris (FR),2015.0,9500.0,0.0
toyota auris (FR),2015.0,10000.0,2.0
toyota auris (FR),2015.0,10500.0,0.0
toyota auris (FR),2015.0,11000.0,0.0
toyota auris (FR),2015.0,11500.0,3.0
toyota auris (FR),2015.0,12000.0,4.0
toyota auris (FR),2015.0,12500.0,11.0
toyota auris (FR),2015.0,13000.0,8.0
toyota auris (FR),2015.0,13500.0,22.0
toyota auris (FR),2015.0,14000.0,9.0
toyota auris (FR),2015.0,14500.0,21.0
toyota auris (FR),2015.0,15000.0,5.0
toyota auris (FR),2015.0,15500.0,11.0
toyota auris (FR),2015.0,16000.0,2.0
toyota auris (FR),2015.0,16500.0,12.0
toyota auris (FR),2015.0,17000.0,0.0
toyota auris (FR),2015.0,17500.0,6.0
toyota auris (FR),2015.0,18000.0,1.0
toyota auris (FR),2015.0,18500.0,1.0
toyota auris (FR),2015.0,19000.0,0.0
toyota auris (FR),2015.0,19500.0,0.0
toyota auris (FR),2015.0,20000.0,0.0
toyota auris (FR),2015.0,20500.0,1.0
toyota auris (FR),2015.0,21000.0,0.0
toyota auris (FR),2015.0,21500.0,1.0
toyota auris (FR),2015.0,22000.0,0.0
toyota auris (FR),2015.0,22500.0,0.0
toyota auris (FR),2015.0,23000.0,0.0
toyota auris (FR),2015.0,23500.0,0.0
toyota auris (FR),2015.0,24000.0,0.0
toyota auris (FR),2015.0,24500.0,0.0
toyota auris (FR),2015.0,25000.0,0.0
toyota auris (FR),2015.0,25500.0,0.0
toyota auris (FR),2016.0,2000.0,0.0
toyota auris (FR),2016.0,2500.0,0.0
toyota auris (FR),2016.0,3000.0,0.0
toyota auris (FR),2016.0,3500.0,0.0
toyota auris (FR),2016.0,4000.0,0.0
toyota auris (FR),2016.0,4500.0,0.0
toyota auris (FR),2016.0,5000.0,0.0
toyota auris (FR),2016.0,5500.0,0.0
toyota auris (FR),2016.0,6000.0,0.0
toyota auris (FR),2016.0,6500.0,0.0
toyota auris (FR),2016.0,7000.0,0.0
toyota auris (FR),2016.0,7500.0,0.0
toyota auris (FR),2016.0,8000.0,0.0
toyota auris (FR),2016.0,8500.0,0.0
toyota auris (FR),2016.0,9000.0,0.0
toyota auris (FR),2016.0,9500.0,0.0
toyota auris (FR),2016.0,10000.0,0.0
toyota auris (FR),2016.0,10500.0,0.0
toyota auris (FR),2016.0,11000.0,0.0
toyota auris (FR),2016.0,11500.0,2.0
toyota auris (FR),2016.0,12000.0,0.0
toyota auris (FR),2016.0,12500.0,3.0
toyota auris (FR),2016.0,13000.0,0.0
toyota auris (FR),2016.0,13500.0,2.0
toyota auris (FR),2016.0,14000.0,1.0
toyota auris (FR),2016.0,14500.0,15.0
toyota auris (FR),2016.0,15000.0,6.0
toyota auris (FR),2016.0,15500.0,11.0
toyota auris (FR),2016.0,16000.0,6.0
toyota auris (FR),2016.0,16500.0,6.0
toyota auris (FR),2016.0,17000.0,3.0
toyota auris (FR),2016.0,17500.0,11.0
toyota auris (FR),2016.0,18000.0,2.0
toyota auris (FR),2016.0,18500.0,6.0
toyota auris (FR),2016.0,19000.0,1.0
toyota auris (FR),2016.0,19500.0,4.0
toyota auris (FR),2016.0,20000.0,0.0
toyota auris (FR),2016.0,20500.0,1.0
toyota auris (FR),2016.0,21000.0,1.0
toyota auris (FR),2016.0,21500.0,0.0
toyota auris (FR),2016.0,22000.0,0.0
toyota auris (FR),2016.0,22500.0,0.0
toyota auris (FR),2016.0,23000.0,0.0
toyota auris (FR),2016.0,23500.0,0.0
toyota auris (FR),2016.0,24000.0,0.0
toyota auris (FR),2016.0,24500.0,0.0
toyota auris (FR),2016.0,25000.0,0.0
toyota auris (FR),2016.0,25500.0,0.0
toyota auris (FR),2017.0,2000.0,0.0
toyota auris (FR),2017.0,2500.0,0.0
toyota auris (FR),2017.0,3000.0,0.0
toyota auris (FR),2017.0,3500.0,0.0
toyota auris (FR),2017.0,4000.0,0.0
toyota auris (FR),2017.0,4500.0,0.0
toyota auris (FR),2017.0,5000.0,0.0
toyota auris (FR),2017.0,5500.0,0.0
toyota auris (FR),2017.0,6000.0,0.0
toyota auris (FR),2017.0,6500.0,0.0
toyota auris (FR),2017.0,7000.0,0.0
toyota auris (FR),2017.0,7500.0,0.0
toyota auris (FR),2017.0,8000.0,0.0
toyota auris (FR),2017.0,8500.0,0.0
toyota auris (FR),2017.0,9000.0,0.0
toyota auris (FR),2017.0,9500.0,0.0
toyota auris (FR),2017.0,10000.0,0.0
toyota auris (FR),2017.0,10500.0,0.0
toyota auris (FR),2017.0,11000.0,0.0
toyota auris (FR),2017.0,11500.0,0.0
toyota auris (FR),2017.0,12000.0,0.0
toyota auris (FR),2017.0,12500.0,0.0
toyota auris (FR),2017.0,13000.0,0.0
toyota auris (FR),2017.0,13500.0,0.0
toyota auris (FR),2017.0,14000.0,0.0
toyota auris (FR),2017.0,14500.0,0.0
toyota auris (FR),2017.0,15000.0,1.0
toyota auris (FR),2017.0,15500.0,6.0
toyota auris (FR),2017.0,16000.0,4.0
toyota auris (FR),2017.0,16500.0,7.0
toyota auris (FR),2017.0,17000.0,5.0
toyota auris (FR),2017.0,17500.0,11.0
toyota auris (FR),2017.0,18000.0,6.0
toyota auris (FR),2017.0,18500.0,13.0
toyota auris (FR),2017.0,19000.0,2.0
toyota auris (FR),2017.0,19500.0,2.0
toyota auris (FR),2017.0,20000.0,1.0
toyota auris (FR),2017.0,20500.0,1.0
toyota auris (FR),2017.0,21000.0,1.0
toyota auris (FR),2017.0,21500.0,0.0
toyota auris (FR),2017.0,22000.0,1.0
toyota auris (FR),2017.0,22500.0,1.0
toyota auris (FR),2017.0,23000.0,0.0
toyota auris (FR),2017.0,23500.0,0.0
toyota auris (FR),2017.0,24000.0,0.0
toyota auris (FR),2017.0,24500.0,0.0
toyota auris (FR),2017.0,25000.0,1.0
toyota auris (FR),2017.0,25500.0,0.0
skoda fabia (DE),2008.0,1000.0,0.0
skoda fabia (DE),2008.0,1500.0,0.0
skoda fabia (DE),2008.0,2000.0,1.0
skoda fabia (DE),2008.0,2500.0,8.0
skoda fabia (DE),2008.0,3000.0,18.0
skoda fabia (DE),2008.0,3500.0,43.0
skoda fabia (DE),2008.0,4000.0,25.0
skoda fabia (DE),2008.0,4500.0,34.0
skoda fabia (DE),2008.0,5000.0,19.0
skoda fabia (DE),2008.0,5500.0,25.0
skoda fabia (DE),2008.0,6000.0,8.0
skoda fabia (DE),2008.0,6500.0,9.0
skoda fabia (DE),2008.0,7000.0,0.0
skoda fabia (DE),2008.0,7500.0,0.0
skoda fabia (DE),2008.0,8000.0,0.0
skoda fabia (DE),2008.0,8500.0,0.0
skoda fabia (DE),2008.0,9000.0,0.0
skoda fabia (DE),2008.0,9500.0,0.0
skoda fabia (DE),2008.0,10000.0,0.0
skoda fabia (DE),2008.0,10500.0,0.0
skoda fabia (DE),2008.0,11000.0,0.0
skoda fabia (DE),2008.0,11500.0,0.0
skoda fabia (DE),2008.0,12000.0,0.0
skoda fabia (DE),2008.0,12500.0,0.0
skoda fabia (DE),2008.0,13000.0,0.0
skoda fabia (DE),2008.0,13500.0,0.0
skoda fabia (DE),2008.0,14000.0,0.0
skoda fabia (DE),2008.0,14500.0,0.0
skoda fabia (DE),2008.0,15000.0,0.0
skoda fabia (DE),2008.0,15500.0,0.0
skoda fabia (DE),2008.0,16000.0,0.0
skoda fabia (DE),2008.0,16500.0,0.0
skoda fabia (DE),2008.0,17000.0,0.0
skoda fabia (DE),2008.0,17500.0,0.0
skoda fabia (DE),2008.0,18000.0,0.0
skoda fabia (DE),2008.0,18500.0,0.0
skoda fabia (DE),2008.0,19000.0,0.0
skoda fabia (DE),2008.0,19500.0,0.0
skoda fabia (DE),2009.0,1000.0,0.0
skoda fabia (DE),2009.0,1500.0,0.0
skoda fabia (DE),2009.0,2000.0,6.0
skoda fabia (DE),2009.0,2500.0,18.0
skoda fabia (DE),2009.0,3000.0,33.0
skoda fabia (DE),2009.0,3500.0,60.0
skoda fabia (DE),2009.0,4000.0,40.0
skoda fabia (DE),2009.0,4500.0,70.0
skoda fabia (DE),2009.0,5000.0,31.0
skoda fabia (DE),2009.0,5500.0,52.0
skoda fabia (DE),2009.0,6000.0,15.0
skoda fabia (DE),2009.0,6500.0,16.0
skoda fabia (DE),2009.0,7000.0,7.0
skoda fabia (DE),2009.0,7500.0,3.0
skoda fabia (DE),2009.0,8000.0,0.0
skoda fabia (DE),2009.0,8500.0,1.0
skoda fabia (DE),2009.0,9000.0,0.0
skoda fabia (DE),2009.0,9500.0,0.0
skoda fabia (DE),2009.0,10000.0,0.0
skoda fabia (DE),2009.0,10500.0,0.0
skoda fabia (DE),2009.0,11000.0,0.0
skoda fabia (DE),2009.0,11500.0,0.0
skoda fabia (DE),2009.0,12000.0,0.0
skoda fabia (DE),2009.0,12500.0,0.0
skoda fabia (DE),2009.0,13000.0,0.0
skoda fabia (DE),2009.0,13500.0,0.0
skoda fabia (DE),2009.0,14000.0,0.0
skoda fabia (DE),2009.0,14500.0,0.0
skoda fabia (DE),2009.0,15000.0,0.0
skoda fabia (DE),2009.0,15500.0,0.0
skoda fabia (DE),2009.0,16000.0,0.0
skoda fabia (DE),2009.0,16500.0,0.0
skoda fabia (DE),2009.0,17000.0,0.0
skoda fabia (DE),2009.0,17500.0,0.0
skoda fabia (DE),2009.0,18000.0,0.0
skoda fabia (DE),2009.0,18500.0,0.0
skoda fabia (DE),2009.0,19000.0,0.0
skoda fabia (DE),2009.0,19500.0,0.0
skoda fabia (DE),2010.0,1000.0,0.0
skoda fabia (DE),2010.0,1500.0,0.0
skoda fabia (DE),2010.0,2000.0,0.0
skoda fabia (DE),2010.0,2500.0,9.0
skoda fabia (DE),2010.0,3000.0,9.0
skoda fabia (DE),2010.0,3500.0,18.0
skoda fabia (DE),2010.0,4000.0,19.0
skoda fabia (DE),2010.0,4500.0,46.0
skoda fabia (DE),2010.0,5000.0,31.0
skoda fabia (DE),2010.0,5500.0,39.0
skoda fabia (DE),2010.0,6000.0,15.0
skoda fabia (DE),2010.0,6500.0,25.0
skoda fabia (DE),2010.0,7000.0,8.0
skoda fabia (DE),2010.0,7500.0,13.0
skoda fabia (DE),2010.0,8000.0,0.0
skoda fabia (DE),2010.0,8500.0,1.0
skoda fabia (DE),2010.0,9000.0,1.0
skoda fabia (DE),2010.0,9500.0,1.0
skoda fabia (DE),2010.0,10000.0,0.0
skoda fabia (DE),2010.0,10500.0,0.0
skoda fabia (DE),2010.0,11000.0,0.0
skoda fabia (DE),2010.0,11500.0,0.0
skoda fabia (DE),2010.0,12000.0,0.0
skoda fabia (DE),2010.0,12500.0,0.0
skoda fabia (DE),2010.0,13000.0,0.0
skoda fabia (DE),2010.0,13500.0,0.0
skoda fabia (DE),2010.0,14000.0,0.0
skoda fabia (DE),2010.0,14500.0,0.0
skoda fabia (DE),2010.0,15000.0,0.0
skoda fabia (DE),2010.0,15500.0,0.0
skoda fabia (DE),2010.0,16000.0,0.0
skoda fabia (DE),2010.0,16500.0,0.0
skoda fabia (DE),2010.0,17000.0,0.0
skoda fabia (DE),2010.0,17500.0,0.0
skoda fabia (DE),2010.0,18000.0,0.0
skoda fabia (DE),2010.0,18500.0,0.0
skoda fabia (DE),2010.0,19000.0,0.0
skoda fabia (DE),2010.0,19500.0,0.0
skoda fabia (DE),2011.0,1000.0,0.0
skoda fabia (DE),2011.0,1500.0,0.0
skoda fabia (DE),2011.0,2000.0,0.0
skoda fabia (DE),2011.0,2500.0,0.0
skoda fabia (DE),2011.0,3000.0,0.0
skoda fabia (DE),2011.0,3500.0,9.0
skoda fabia (DE),2011.0,4000.0,9.0
skoda fabia (DE),2011.0,4500.0,22.0
skoda fabia (DE),2011.0,5000.0,20.0
skoda fabia (DE),2011.0,5500.0,50.0
skoda fabia (DE),2011.0,6000.0,37.0
skoda fabia (DE),2011.0,6500.0,35.0
skoda fabia (DE),2011.0,7000.0,23.0
skoda fabia (DE),2011.0,7500.0,24.0
skoda fabia (DE),2011.0,8000.0,5.0
skoda fabia (DE),2011.0,8500.0,11.0
skoda fabia (DE),2011.0,9000.0,5.0
skoda fabia (DE),2011.0,9500.0,6.0
skoda fabia (DE),2011.0,10000.0,1.0
skoda fabia (DE),2011.0,10500.0,0.0
skoda fabia (DE),2011.0,11000.0,0.0
skoda fabia (DE),2011.0,11500.0,0.0
skoda fabia (DE),2011.0,12000.0,0.0
skoda fabia (DE),2011.0,12500.0,0.0
skoda fabia (DE),2011.0,13000.0,0.0
skoda fabia (DE),2011.0,13500.0,0.0
skoda fabia (DE),2011.0,14000.0,0.0
skoda fabia (DE),2011.0,14500.0,0.0
skoda fabia (DE),2011.0,15000.0,0.0
skoda fabia (DE),2011.0,15500.0,0.0
skoda fabia (DE),2011.0,16000.0,0.0
skoda fabia (DE),2011.0,16500.0,0.0
skoda fabia (DE),2011.0,17000.0,0.0
skoda fabia (DE),2011.0,17500.0,0.0
skoda fabia (DE),2011.0,18000.0,0.0
skoda fabia (DE),2011.0,18500.0,0.0
skoda fabia (DE),2011.0,19000.0,0.0
skoda fabia (DE),2011.0,19500.0,0.0
skoda fabia (DE),2012.0,1000.0,0.0
skoda fabia (DE),2012.0,1500.0,0.0
skoda fabia (DE),2012.0,2000.0,0.0
skoda fabia (DE),2012.0,2500.0,0.0
skoda fabia (DE),2012.0,3000.0,0.0
skoda fabia (DE),2012.0,3500.0,0.0
skoda fabia (DE),2012.0,4000.0,9.0
skoda fabia (DE),2012.0,4500.0,12.0
skoda fabia (DE),2012.0,5000.0,12.0
skoda fabia (DE),2012.0,5500.0,30.0
skoda fabia (DE),2012.0,6000.0,23.0
skoda fabia (DE),2012.0,6500.0,52.0
skoda fabia (DE),2012.0,7000.0,25.0
skoda fabia (DE),2012.0,7500.0,32.0
skoda fabia (DE),2012.0,8000.0,15.0
skoda fabia (DE),2012.0,8500.0,20.0
skoda fabia (DE),2012.0,9000.0,9.0
skoda fabia (DE),2012.0,9500.0,9.0
skoda fabia (DE),2012.0,10000.0,4.0
skoda fabia (DE),2012.0,10500.0,2.0
skoda fabia (DE),2012.0,11000.0,0.0
skoda fabia (DE),2012.0,11500.0,2.0
skoda fabia (DE),2012.0,12000.0,0.0
skoda fabia (DE),2012.0,12500.0,0.0
skoda fabia (DE),2012.0,13000.0,0.0
skoda fabia (DE),2012.0,13500.0,0.0
skoda fabia (DE),2012.0,14000.0,1.0
skoda fabia (DE),2012.0,14500.0,0.0
skoda fabia (DE),2012.0,15000.0,0.0
skoda fabia (DE),2012.0,15500.0,0.0
skoda fabia (DE),2012.0,16000.0,0.0
skoda fabia (DE),2012.0,16500.0,0.0
skoda fabia (DE),2012.0,17000.0,0.0
skoda fabia (DE),2012.0,17500.0,0.0
skoda fabia (DE),2012.0,18000.0,0.0
skoda fabia (DE),2012.0,18500.0,0.0
skoda fabia (DE),2012.0,19000.0,0.0
skoda fabia (DE),2012.0,19500.0,0.0
skoda fabia (DE),2013.0,1000.0,0.0
skoda fabia (DE),2013.0,1500.0,0.0
skoda fabia (DE),2013.0,2000.0,0.0
skoda fabia (DE),2013.0,2500.0,0.0
skoda fabia (DE),2013.0,3000.0,0.0
skoda fabia (DE),2013.0,3500.0,0.0
skoda fabia (DE),2013.0,4000.0,1.0
skoda fabia (DE),2013.0,4500.0,5.0
skoda fabia (DE),2013.0,5000.0,3.0
skoda fabia (DE),2013.0,5500.0,12.0
skoda fabia (DE),2013.0,6000.0,24.0
skoda fabia (DE),2013.0,6500.0,69.0
skoda fabia (DE),2013.0,7000.0,25.0
skoda fabia (DE),2013.0,7500.0,51.0
skoda fabia (DE),2013.0,8000.0,65.0
skoda fabia (DE),2013.0,8500.0,37.0
skoda fabia (DE),2013.0,9000.0,10.0
skoda fabia (DE),2013.0,9500.0,22.0
skoda fabia (DE),2013.0,10000.0,3.0
skoda fabia (DE),2013.0,10500.0,12.0
skoda fabia (DE),2013.0,11000.0,0.0
skoda fabia (DE),2013.0,11500.0,1.0
skoda fabia (DE),2013.0,12000.0,1.0
skoda fabia (DE),2013.0,12500.0,1.0
skoda fabia (DE),2013.0,13000.0,0.0
skoda fabia (DE),2013.0,13500.0,0.0
skoda fabia (DE),2013.0,14000.0,0.0
skoda fabia (DE),2013.0,14500.0,0.0
skoda fabia (DE),2013.0,15000.0,0.0
skoda fabia (DE),2013.0,15500.0,0.0
skoda fabia (DE),2013.0,16000.0,0.0
skoda fabia (DE),2013.0,16500.0,0.0
skoda fabia (DE),2013.0,17000.0,0.0
skoda fabia (DE),2013.0,17500.0,0.0
skoda fabia (DE),2013.0,18000.0,0.0
skoda fabia (DE),2013.0,18500.0,0.0
skoda fabia (DE),2013.0,19000.0,0.0
skoda fabia (DE),2013.0,19500.0,0.0
skoda fabia (DE),2014.0,1000.0,0.0
skoda fabia (DE),2014.0,1500.0,0.0
skoda fabia (DE),2014.0,2000.0,0.0
skoda fabia (DE),2014.0,2500.0,0.0
skoda fabia (DE),2014.0,3000.0,0.0
skoda fabia (DE),2014.0,3500.0,0.0
skoda fabia (DE),2014.0,4000.0,0.0
skoda fabia (DE),2014.0,4500.0,7.0
skoda fabia (DE),2014.0,5000.0,4.0
skoda fabia (DE),2014.0,5500.0,14.0
skoda fabia (DE),2014.0,6000.0,7.0
skoda fabia (DE),2014.0,6500.0,38.0
skoda fabia (DE),2014.0,7000.0,31.0
skoda fabia (DE),2014.0,7500.0,54.0
skoda fabia (DE),2014.0,8000.0,41.0
skoda fabia (DE),2014.0,8500.0,80.0
skoda fabia (DE),2014.0,9000.0,108.0
skoda fabia (DE),2014.0,9500.0,35.0
skoda fabia (DE),2014.0,10000.0,13.0
skoda fabia (DE),2014.0,10500.0,59.0
skoda fabia (DE),2014.0,11000.0,12.0
skoda fabia (DE),2014.0,11500.0,12.0
skoda fabia (DE),2014.0,12000.0,6.0
skoda fabia (DE),2014.0,12500.0,2.0
skoda fabia (DE),2014.0,13000.0,0.0
skoda fabia (DE),2014.0,13500.0,0.0
skoda fabia (DE),2014.0,14000.0,0.0
skoda fabia (DE),2014.0,14500.0,0.0
skoda fabia (DE),2014.0,15000.0,0.0
skoda fabia (DE),2014.0,15500.0,0.0
skoda fabia (DE),2014.0,16000.0,0.0
skoda fabia (DE),2014.0,16500.0,0.0
skoda fabia (DE),2014.0,17000.0,0.0
skoda fabia (DE),2014.0,17500.0,0.0
skoda fabia (DE),2014.0,18000.0,0.0
skoda fabia (DE),2014.0,18500.0,0.0
skoda fabia (DE),2014.0,19000.0,0.0
skoda fabia (DE),2014.0,19500.0,0.0
skoda fabia (DE),2015.0,1000.0,0.0
skoda fabia (DE),2015.0,1500.0,0.0
skoda fabia (DE),2015.0,2000.0,0.0
skoda fabia (DE),2015.0,2500.0,0.0
skoda fabia (DE),2015.0,3000.0,0.0
skoda fabia (DE),2015.0,3500.0,0.0
skoda fabia (DE),2015.0,4000.0,0.0
skoda fabia (DE),2015.0,4500.0,0.0
skoda fabia (DE),2015.0,5000.0,0.0
skoda fabia (DE),2015.0,5500.0,1.0
skoda fabia (DE),2015.0,6000.0,1.0
skoda fabia (DE),2015.0,6500.0,6.0
skoda fabia (DE),2015.0,7000.0,3.0
skoda fabia (DE),2015.0,7500.0,14.0
skoda fabia (DE),2015.0,8000.0,16.0
skoda fabia (DE),2015.0,8500.0,29.0
skoda fabia (DE),2015.0,9000.0,34.0
skoda fabia (DE),2015.0,9500.0,64.0
skoda fabia (DE),2015.0,10000.0,42.0
skoda fabia (DE),2015.0,10500.0,106.0
skoda fabia (DE),2015.0,11000.0,73.0
skoda fabia (DE),2015.0,11500.0,59.0
skoda fabia (DE),2015.0,12000.0,23.0
skoda fabia (DE),2015.0,12500.0,61.0
skoda fabia (DE),2015.0,13000.0,11.0
skoda fabia (DE),2015.0,13500.0,33.0
skoda fabia (DE),2015.0,14000.0,12.0
skoda fabia (DE),2015.0,14500.0,9.0
skoda fabia (DE),2015.0,15000.0,5.0
skoda fabia (DE),2015.0,15500.0,6.0
skoda fabia (DE),2015.0,16000.0,2.0
skoda fabia (DE),2015.0,16500.0,1.0
skoda fabia (DE),2015.0,17000.0,0.0
skoda fabia (DE),2015.0,17500.0,1.0
skoda fabia (DE),2015.0,18000.0,0.0
skoda fabia (DE),2015.0,18500.0,0.0
skoda fabia (DE),2015.0,19000.0,0.0
skoda fabia (DE),2015.0,19500.0,0.0
skoda fabia (DE),2016.0,1000.0,0.0
skoda fabia (DE),2016.0,1500.0,0.0
skoda fabia (DE),2016.0,2000.0,0.0
skoda fabia (DE),2016.0,2500.0,0.0
skoda fabia (DE),2016.0,3000.0,0.0
skoda fabia (DE),2016.0,3500.0,0.0
skoda fabia (DE),2016.0,4000.0,0.0
skoda fabia (DE),2016.0,4500.0,0.0
skoda fabia (DE),2016.0,5000.0,0.0
skoda fabia (DE),2016.0,5500.0,0.0
skoda fabia (DE),2016.0,6000.0,0.0
skoda fabia (DE),2016.0,6500.0,0.0
skoda fabia (DE),2016.0,7000.0,0.0
skoda fabia (DE),2016.0,7500.0,6.0
skoda fabia (DE),2016.0,8000.0,5.0
skoda fabia (DE),2016.0,8500.0,13.0
skoda fabia (DE),2016.0,9000.0,16.0
skoda fabia (DE),2016.0,9500.0,40.0
skoda fabia (DE),2016.0,10000.0,56.0
skoda fabia (DE),2016.0,10500.0,60.0
skoda fabia (DE),2016.0,11000.0,45.0
skoda fabia (DE),2016.0,11500.0,90.0
skoda fabia (DE),2016.0,12000.0,108.0
skoda fabia (DE),2016.0,12500.0,114.0
skoda fabia (DE),2016.0,13000.0,51.0
skoda fabia (DE),2016.0,13500.0,84.0
skoda fabia (DE),2016.0,14000.0,31.0
skoda fabia (DE),2016.0,14500.0,53.0
skoda fabia (DE),2016.0,15000.0,16.0
skoda fabia (DE),2016.0,15500.0,26.0
skoda fabia (DE),2016.0,16000.0,7.0
skoda fabia (DE),2016.0,16500.0,18.0
skoda fabia (DE),2016.0,17000.0,4.0
skoda fabia (DE),2016.0,17500.0,6.0
skoda fabia (DE),2016.0,18000.0,0.0
skoda fabia (DE),2016.0,18500.0,4.0
skoda fabia (DE),2016.0,19000.0,0.0
skoda fabia (DE),2016.0,19500.0,0.0
skoda fabia (DE),2017.0,1000.0,0.0
skoda fabia (DE),2017.0,1500.0,0.0
skoda fabia (DE),2017.0,2000.0,0.0
skoda fabia (DE),2017.0,2500.0,0.0
skoda fabia (DE),2017.0,3000.0,0.0
skoda fabia (DE),2017.0,3500.0,0.0
skoda fabia (DE),2017.0,4000.0,0.0
skoda fabia (DE),2017.0,4500.0,0.0
skoda fabia (DE),2017.0,5000.0,0.0
skoda fabia (DE),2017.0,5500.0,0.0
skoda fabia (DE),2017.0,6000.0,0.0
skoda fabia (DE),2017.0,6500.0,0.0
skoda fabia (DE),2017.0,7000.0,0.0
skoda fabia (DE),2017.0,7500.0,1.0
skoda fabia (DE),2017.0,8000.0,4.0
skoda fabia (DE),2017.0,8500.0,47.0
skoda fabia (DE),2017.0,9000.0,81.0
skoda fabia (DE),2017.0,9500.0,72.0
skoda fabia (DE),2017.0,10000.0,118.0
skoda fabia (DE),2017.0,10500.0,216.0
skoda fabia (DE),2017.0,11000.0,101.0
skoda fabia (DE),2017.0,11500.0,188.0
skoda fabia (DE),2017.0,12000.0,166.0
skoda fabia (DE),2017.0,12500.0,273.0
skoda fabia (DE),2017.0,13000.0,170.0
skoda fabia (DE),2017.0,13500.0,294.0
skoda fabia (DE),2017.0,14000.0,172.0
skoda fabia (DE),2017.0,14500.0,223.0
skoda fabia (DE),2017.0,15000.0,149.0
skoda fabia (DE),2017.0,15500.0,195.0
skoda fabia (DE),2017.0,16000.0,107.0
skoda fabia (DE),2017.0,16500.0,142.0
skoda fabia (DE),2017.0,17000.0,74.0
skoda fabia (DE),2017.0,17500.0,63.0
skoda fabia (DE),2017.0,18000.0,24.0
skoda fabia (DE),2017.0,18500.0,43.0
skoda fabia (DE),2017.0,19000.0,12.0
skoda fabia (DE),2017.0,19500.0,15.0
opel meriva (DE),2008.0,2000.0,1.0
opel meriva (DE),2008.0,2500.0,10.0
opel meriva (DE),2008.0,3000.0,13.0
opel meriva (DE),2008.0,3500.0,19.0
opel meriva (DE),2008.0,4000.0,11.0
opel meriva (DE),2008.0,4500.0,25.0
opel meriva (DE),2008.0,5000.0,18.0
opel meriva (DE),2008.0,5500.0,16.0
opel meriva (DE),2008.0,6000.0,4.0
opel meriva (DE),2008.0,6500.0,7.0
opel meriva (DE),2008.0,7000.0,1.0
opel meriva (DE),2008.0,7500.0,3.0
opel meriva (DE),2008.0,8000.0,0.0
opel meriva (DE),2008.0,8500.0,0.0
opel meriva (DE),2008.0,9000.0,0.0
opel meriva (DE),2008.0,9500.0,0.0
opel meriva (DE),2008.0,10000.0,0.0
opel meriva (DE),2008.0,10500.0,0.0
opel meriva (DE),2008.0,11000.0,0.0
opel meriva (DE),2008.0,11500.0,0.0
opel meriva (DE),2008.0,12000.0,0.0
opel meriva (DE),2008.0,12500.0,0.0
opel meriva (DE),2008.0,13000.0,0.0
opel meriva (DE),2008.0,13500.0,0.0
opel meriva (DE),2008.0,14000.0,0.0
opel meriva (DE),2008.0,14500.0,0.0
opel meriva (DE),2008.0,15000.0,0.0
opel meriva (DE),2008.0,15500.0,0.0
opel meriva (DE),2008.0,16000.0,0.0
opel meriva (DE),2008.0,16500.0,0.0
opel meriva (DE),2008.0,17000.0,0.0
opel meriva (DE),2008.0,17500.0,0.0
opel meriva (DE),2008.0,18000.0,0.0
opel meriva (DE),2008.0,18500.0,0.0
opel meriva (DE),2008.0,19000.0,0.0
opel meriva (DE),2008.0,19500.0,0.0
opel meriva (DE),2008.0,20000.0,0.0
opel meriva (DE),2008.0,20500.0,0.0
opel meriva (DE),2008.0,21000.0,0.0
opel meriva (DE),2008.0,21500.0,0.0
opel meriva (DE),2008.0,22000.0,0.0
opel meriva (DE),2008.0,22500.0,0.0
opel meriva (DE),2008.0,23000.0,0.0
opel meriva (DE),2008.0,23500.0,0.0
opel meriva (DE),2009.0,2000.0,2.0
opel meriva (DE),2009.0,2500.0,2.0
opel meriva (DE),2009.0,3000.0,11.0
opel meriva (DE),2009.0,3500.0,18.0
opel meriva (DE),2009.0,4000.0,11.0
opel meriva (DE),2009.0,4500.0,21.0
opel meriva (DE),2009.0,5000.0,15.0
opel meriva (DE),2009.0,5500.0,26.0
